Record_ID,Execution_Time_Minutes,Messages_Sent,Memory_Usage_MB,CPU_Utilization_Percent,Error_Count
AAI-04127,86.3,376,2557.0,15.0,0
AAI-04128,12.7,259,2836.9,60.2,0
AAI-04129,67.4,393,2942.8,20.5,0
AAI-04130,86.6,25,2329.9,50.3,0
AAI-04131,119.8,258,1935.9,46.6,1
AAI-04132,88.9,54,3496.2,79.5,0
AAI-04133,26.2,27,1001.5,19.9,0
AAI-04134,105.9,29,1159.2,33.1,1
AAI-04135,83.6,401,267.4,84.1,4
AAI-04136,10.0,485,3413.5,96.9,0
AAI-04137,113.8,40,1059.9,26.8,0
AAI-04138,66.3,350,530.1,13.0,0
AAI-04139,39.6,402,1970.5,97.8,0
AAI-04140,47.3,146,3899.2,43.0,0
AAI-04141,119.1,372,2507.4,53.0,0
AAI-04142,94.3,175,3866.9,87.7,0
AAI-04143,110.0,357,499.1,96.2,0
AAI-04144,13.7,371,3833.9,19.7,0
AAI-04145,14.3,266,3786.8,34.7,0
AAI-04146,24.5,355,546.9,31.0,1
AAI-04147,28.6,225,3945.3,80.3,0
AAI-04148,52.8,351,2927.4,51.0,0
AAI-04149,92.7,241,2609.1,25.2,0
AAI-04150,86.3,436,725.6,22.8,0
AAI-04151,18.3,317,1508.7,56.3,1
AAI-04152,112.7,352,3222.3,44.3,0
AAI-04153,83.3,149,3909.5,88.8,0
AAI-04154,57.5,255,1504.8,10.7,0
AAI-04155,22.9,373,327.3,12.4,0
AAI-04156,25.2,10,1726.0,24.4,0
AAI-04157,51.9,59,2715.1,71.0,0
AAI-04158,36.6,104,791.7,63.2,0
AAI-04159,87.9,340,2071.2,89.2,0
AAI-04160,113.5,186,2164.4,44.9,4
AAI-04161,107.7,383,1283.4,54.2,0
AAI-04162,87.9,408,2289.4,96.9,0
AAI-04163,48.3,389,254.0,94.5,1
AAI-04164,95.5,286,1175.5,24.3,0
AAI-04165,51.6,431,2304.8,64.2,0
AAI-04166,90.4,101,1723.5,40.6,3
AAI-04167,66.6,87,2046.0,41.3,0
AAI-04168,29.4,184,3455.9,44.1,0
AAI-04169,18.0,169,349.1,76.6,0
AAI-04170,51.8,332,2979.2,57.3,1
AAI-04171,99.0,286,157.4,53.2,1
AAI-04172,31.1,180,1559.9,51.3,3
AAI-04173,57.1,446,3274.3,59.4,1
AAI-04174,111.9,237,2149.2,76.9,1
AAI-04175,106.3,92,1703.6,30.4,0
AAI-04176,80.2,365,1903.6,70.7,0
AAI-04177,117.3,35,952.6,73.2,0
AAI-04178,77.1,348,4060.1,97.2,0
AAI-04179,45.3,233,4003.4,35.1,0
AAI-04180,101.5,292,4088.1,67.0,0
AAI-04181,12.6,399,2892.4,57.6,0
AAI-04182,21.2,432,158.1,53.3,0
AAI-04183,80.8,170,1021.8,68.8,0
AAI-04184,71.9,159,1603.4,23.9,0
AAI-04185,12.1,348,956.5,70.9,1
AAI-04186,22.7,70,1803.5,21.9,0
AAI-04187,81.0,50,2020.2,95.8,1
AAI-04188,77.8,443,3474.0,76.1,0
AAI-04189,115.1,272,2419.7,10.8,0
AAI-04190,88.4,500,858.6,80.5,0
AAI-04191,66.5,46,158.2,18.1,0
AAI-04192,22.7,281,1761.2,48.7,2
AAI-04193,24.6,382,1657.3,85.1,0
AAI-04194,119.4,308,1487.1,43.0,4
AAI-04195,45.3,282,3956.8,78.8,0
AAI-04196,34.8,200,3076.7,51.1,0
AAI-04197,61.6,81,634.7,61.8,1
AAI-04198,114.2,12,3162.0,58.1,0
AAI-04199,110.3,74,4015.4,40.6,2
AAI-04200,25.4,453,3091.0,62.0,1
AAI-04201,101.3,415,2065.0,78.0,0
AAI-04202,92.6,152,921.1,30.3,0
AAI-04203,34.7,310,3170.6,30.7,0
AAI-04204,71.9,176,3100.8,24.2,0
AAI-04205,70.9,474,852.0,28.9,0
AAI-04206,99.8,338,2391.9,85.0,2
AAI-04207,97.2,422,2701.2,39.2,4
AAI-04208,115.8,151,3636.6,47.2,1
AAI-04209,21.2,45,3794.4,52.9,1
AAI-04210,32.0,420,1052.4,16.7,0
AAI-04211,66.8,457,905.5,82.3,1
AAI-04212,39.2,114,3264.0,13.1,0
AAI-04213,115.4,408,1886.7,31.1,0
AAI-04214,93.9,448,853.0,46.4,0
AAI-04215,19.5,159,473.1,29.4,0
AAI-04216,45.7,417,1016.7,62.1,1
AAI-04217,33.5,135,2655.3,76.0,0
AAI-04218,75.7,104,3247.7,93.1,0
AAI-04219,27.7,224,2754.5,57.2,0
AAI-04220,114.0,70,2781.4,95.4,0
AAI-04221,55.8,324,591.1,68.4,0
AAI-04222,32.2,103,2488.0,55.3,0
AAI-04223,75.9,500,3924.7,93.6,0
AAI-04224,36.4,215,770.1,72.4,2
AAI-04225,29.8,207,2317.8,84.3,1
AAI-04226,102.3,394,2136.8,83.7,0
AAI-04227,53.5,89,2386.5,46.8,0
AAI-04228,24.3,493,384.1,40.9,2
AAI-04229,72.3,336,3384.7,37.4,0
AAI-04230,36.1,368,3009.3,51.5,0
AAI-04231,108.2,237,2829.0,65.8,0
AAI-04232,30.8,438,4063.8,44.6,0
AAI-04233,83.8,96,3662.2,45.6,0
AAI-04234,40.7,131,3151.4,12.6,2
AAI-04235,20.7,172,1493.2,96.4,0
AAI-04236,5.9,69,3947.9,60.8,3
AAI-04237,32.1,46,2228.1,45.0,0
AAI-04238,24.2,482,3315.8,72.1,0
AAI-04239,109.6,104,250.6,17.4,1
AAI-04240,46.4,156,367.9,77.5,2
AAI-04241,25.2,140,1018.7,34.1,0
AAI-04242,37.1,361,1189.7,68.4,0
AAI-04243,74.9,108,450.2,66.6,0
AAI-04244,57.2,135,1153.8,60.8,0
AAI-04245,51.2,64,3479.4,88.6,0
AAI-04246,100.5,263,711.7,70.4,3
AAI-04247,26.0,194,2242.9,18.8,0
AAI-04248,39.0,500,3626.4,42.9,0
AAI-04249,72.1,375,1109.2,58.3,3
AAI-04250,6.5,196,2241.8,48.8,0
AAI-04251,94.8,400,3435.2,69.1,0
AAI-04252,90.3,24,2235.4,70.1,4
AAI-04253,54.0,70,1183.9,35.5,0
AAI-04254,14.6,295,2361.4,14.2,0
AAI-04255,88.0,452,3614.6,97.8,0
AAI-04256,40.8,252,2796.4,62.1,2
AAI-04257,97.8,332,3408.5,33.3,0
AAI-04258,16.1,455,2747.5,58.4,2
AAI-04259,39.9,10,1420.2,17.9,0
AAI-04260,19.7,75,199.8,72.2,0
AAI-04261,11.4,139,3925.8,25.4,0
AAI-04262,16.7,274,1068.0,38.3,0
AAI-04263,98.6,489,986.4,81.0,0
AAI-04264,58.6,489,2863.9,85.9,0
AAI-04265,12.2,394,1291.4,42.4,0
AAI-04266,73.6,387,1038.8,43.5,0
AAI-04267,96.8,110,2442.6,71.8,0
AAI-04268,113.7,263,2366.6,62.1,0
AAI-04269,62.5,423,247.1,28.2,0
AAI-04270,45.4,264,3354.2,49.6,0
AAI-04271,78.2,120,3593.1,28.8,0
AAI-04272,63.1,355,3166.5,42.6,0
AAI-04273,72.8,368,895.7,81.3,1
AAI-04274,23.9,423,2055.0,98.8,4
AAI-04275,19.6,345,2803.9,43.7,0
AAI-04276,87.3,92,3446.9,60.5,0
AAI-04277,87.8,167,3657.2,66.5,0
AAI-04278,5.9,471,810.9,46.6,0
AAI-04279,63.0,286,3422.4,64.8,3
AAI-04280,58.4,114,1331.3,70.4,0
AAI-04281,59.3,327,3604.0,27.5,0
AAI-04282,36.8,34,208.6,26.4,0
AAI-04283,37.9,435,3513.3,50.3,0
AAI-04284,116.7,227,4062.5,11.3,0
AAI-04285,20.2,40,599.1,40.8,0
AAI-04286,52.8,471,1969.1,93.0,2
AAI-04287,27.0,405,837.6,21.6,0
AAI-04288,5.3,401,1061.8,59.6,0
AAI-04289,35.3,133,1140.1,81.8,3
AAI-04290,8.9,268,1093.9,55.0,3
AAI-04291,98.5,220,1210.2,26.7,3
AAI-04292,94.5,77,1778.4,67.4,0
AAI-04293,44.4,43,570.1,26.8,0
AAI-04294,115.4,419,3157.4,21.7,0
AAI-04295,83.0,490,2373.1,54.5,0
AAI-04296,48.6,245,3763.3,47.9,0
AAI-04297,119.2,266,272.4,66.7,4
AAI-04298,65.1,177,2221.2,33.7,1
AAI-04299,52.2,69,2538.4,18.3,0
AAI-04300,89.2,346,3173.0,75.1,0
AAI-04301,7.6,261,2719.8,98.9,0
AAI-04302,51.7,88,575.9,34.2,0
AAI-04303,61.1,453,3795.8,78.9,1
AAI-04304,17.2,487,2801.1,95.5,0
AAI-04305,96.3,189,1417.0,78.2,0
AAI-04306,52.7,330,276.4,36.4,0
AAI-04307,71.0,339,903.5,98.9,0
AAI-04308,51.8,438,165.2,30.9,0
AAI-04309,116.3,258,3705.6,43.6,0
AAI-04310,74.9,206,1208.4,24.2,0
AAI-04311,37.4,439,1919.1,20.4,0
AAI-04312,16.2,181,1088.1,98.4,0
AAI-04313,103.9,438,3301.2,38.3,4
AAI-04314,10.1,96,1859.0,34.2,1
AAI-04315,58.0,438,1566.6,64.0,0
AAI-04316,53.7,99,2875.6,46.7,3
AAI-04317,37.3,399,869.7,51.3,0
AAI-04318,96.8,229,797.3,26.1,0
AAI-04319,31.5,136,1385.9,64.1,0
AAI-04320,11.8,272,3050.4,96.5,1
AAI-04321,100.8,119,1173.1,81.5,0
AAI-04322,64.5,318,2719.0,71.8,1
AAI-04323,108.1,291,3517.2,15.6,4
AAI-04324,6.4,258,2453.9,21.2,0
AAI-04325,42.1,439,2999.5,12.1,0
AAI-04326,37.8,95,2565.8,11.8,0
AAI-04327,64.8,414,3975.8,57.9,0
AAI-04328,24.4,488,3488.2,33.3,2
AAI-04329,7.2,417,850.5,50.4,3
AAI-04330,118.3,450,3181.0,74.8,0
AAI-04331,39.4,451,694.0,65.5,0
AAI-04332,117.1,183,642.7,28.3,1
AAI-04333,118.7,304,3325.9,36.2,0
AAI-04334,47.5,360,1181.8,39.4,3
AAI-04335,75.6,90,1834.4,44.5,0
AAI-04336,100.5,102,344.1,56.0,1
AAI-04337,59.5,242,3644.5,79.8,0
AAI-04338,61.7,134,2862.0,10.3,3
AAI-04339,95.7,447,3916.1,36.0,0
AAI-04340,21.0,478,2756.2,16.6,0
AAI-04341,113.5,144,1918.9,52.7,0
AAI-04342,83.9,479,1040.1,38.6,1
AAI-04343,18.3,309,527.1,58.8,2
AAI-04344,22.6,299,1375.8,81.3,1
AAI-04345,17.3,391,3933.3,63.4,0
AAI-04346,31.5,366,1370.6,87.1,0
AAI-04347,18.3,102,1152.8,11.3,0
AAI-04348,44.5,358,2673.5,37.9,1
AAI-04349,95.9,12,1663.1,91.0,0
AAI-04350,107.8,383,3075.3,55.9,0
AAI-04351,104.6,317,2494.8,59.8,3
AAI-04352,34.5,293,2340.3,88.2,0
AAI-04353,105.0,324,926.2,40.4,1
AAI-04354,102.7,488,1466.1,20.8,2
AAI-04355,117.7,241,3060.5,17.9,0
AAI-04356,111.6,17,1067.2,47.6,0
AAI-04357,43.3,194,4086.3,18.4,0
AAI-04358,69.4,385,3102.7,95.1,0
AAI-04359,11.0,318,2846.0,20.4,0
AAI-04360,107.3,402,2567.3,61.5,1
AAI-04361,71.9,199,954.1,79.3,1
AAI-04362,33.9,141,1977.9,53.7,0
AAI-04363,49.6,115,2639.5,77.0,1
AAI-04364,97.0,402,1419.9,19.6,0
AAI-04365,19.8,193,1440.8,33.3,2
AAI-04366,103.8,58,4075.4,82.3,0
AAI-04367,100.7,45,2579.1,98.9,1
AAI-04368,32.9,62,2547.3,12.9,0
AAI-04369,116.3,344,1214.1,46.8,0
AAI-04370,102.3,186,893.0,56.3,1
AAI-04371,67.2,429,1914.5,56.0,0
AAI-04372,72.8,363,2302.3,91.1,0
AAI-04373,103.4,385,1561.9,75.5,0
AAI-04374,14.9,118,1685.6,40.6,0
AAI-04375,49.0,218,2718.2,37.0,0
AAI-04376,27.8,118,2624.5,79.0,1
AAI-04377,111.6,292,2689.1,44.5,0
AAI-04378,55.6,176,3624.0,80.2,2
AAI-04379,80.0,475,1715.3,65.1,1
AAI-04380,12.8,13,3645.7,96.6,1
AAI-04381,43.5,78,2539.7,73.5,3
AAI-04382,104.8,479,2340.9,63.3,3
AAI-04383,27.9,365,2263.9,76.3,0
AAI-04384,74.0,426,2618.5,89.6,0
AAI-04385,83.1,393,431.1,89.1,0
AAI-04386,34.0,318,2638.8,31.7,0
AAI-04387,119.9,304,359.5,12.5,0
AAI-04388,105.2,381,1176.4,63.4,0
AAI-04389,8.8,384,598.2,43.4,0
AAI-04390,75.2,362,1567.7,84.9,0
AAI-04391,65.4,125,1672.5,27.3,0
AAI-04392,100.0,396,2194.9,90.8,0
AAI-04393,107.9,96,3520.2,71.1,0
AAI-04394,5.4,117,3774.6,42.5,1
AAI-04395,41.0,204,799.9,46.7,0
AAI-04396,59.3,374,1206.9,79.9,0
AAI-04397,41.8,293,3333.6,15.4,0
AAI-04398,27.8,209,3201.1,50.8,1
AAI-04399,37.0,19,3557.0,54.6,0
AAI-04400,72.3,71,838.6,22.0,0
AAI-04401,78.4,285,2307.8,80.7,4
AAI-04402,90.5,336,3158.4,21.3,0
AAI-04403,99.5,251,1168.9,35.0,0
AAI-04404,12.3,119,2825.9,38.0,0
AAI-04405,105.2,318,3099.2,33.4,2
AAI-04406,74.6,162,3466.3,97.2,1
AAI-04407,113.0,154,725.6,79.4,0
AAI-04408,25.4,326,1287.7,92.1,0
AAI-04409,100.9,237,3457.8,67.7,0
AAI-04410,31.5,72,195.6,77.5,0
AAI-04411,115.4,213,2110.4,64.5,0
AAI-04412,44.9,28,2308.9,92.3,0
AAI-04413,109.2,116,2546.2,79.9,0
AAI-04414,111.6,275,1595.9,16.9,0
AAI-04415,94.9,43,1629.7,79.0,1
AAI-04416,38.1,27,1866.4,11.3,3
AAI-04417,12.9,107,2562.9,59.9,0
AAI-04418,118.0,175,2868.9,36.8,0
AAI-04419,43.2,267,2124.8,75.8,1
AAI-04420,23.0,275,3449.9,28.3,0
AAI-04421,99.6,344,2086.7,13.9,1
AAI-04422,12.3,100,2021.5,68.1,1
AAI-04423,54.7,307,3450.4,25.0,0
AAI-04424,114.5,154,526.3,44.2,1
AAI-04425,94.7,31,459.5,11.6,0
AAI-04426,102.2,316,900.0,96.9,0
AAI-04427,29.5,218,942.0,12.2,0
AAI-04428,100.0,56,3549.9,16.4,1
AAI-04429,54.6,114,1474.9,65.2,0
AAI-04430,67.4,256,2945.3,12.6,0
AAI-04431,99.7,75,471.1,22.4,2
AAI-04432,19.2,337,2358.4,20.4,0
AAI-04433,110.1,455,1144.9,16.0,0
AAI-04434,81.6,39,881.5,46.4,1
AAI-04435,93.5,55,3555.7,51.8,0
AAI-04436,90.1,286,2413.0,44.1,0
AAI-04437,110.6,140,2948.8,24.6,0
AAI-04438,81.5,409,464.5,13.4,0
AAI-04439,27.8,113,268.0,51.2,0
AAI-04440,45.2,116,3664.3,56.6,0
AAI-04441,72.6,477,900.3,14.2,0
AAI-04442,102.7,459,667.5,41.6,0
AAI-04443,44.1,296,863.9,24.6,0
AAI-04444,106.4,451,3661.7,22.2,0
AAI-04445,48.7,391,3086.7,85.8,0
AAI-04446,18.9,415,3408.8,47.8,0
AAI-04447,118.3,45,3447.6,92.8,0
AAI-04448,54.9,325,3559.3,55.7,2
AAI-04449,107.9,473,416.4,50.2,2
AAI-04450,32.9,48,2363.8,52.3,0
AAI-04451,118.7,192,1501.6,53.8,1
AAI-04452,89.3,205,310.2,91.6,0
AAI-04453,112.9,60,3641.1,56.8,1
AAI-04454,60.7,308,2335.5,15.1,2
AAI-04455,102.4,251,1020.7,32.7,0
AAI-04456,23.2,54,3852.9,81.0,2
AAI-04457,72.5,391,255.0,49.9,0
AAI-04458,99.9,149,3040.0,52.2,0
AAI-04459,59.5,291,2294.9,35.0,0
AAI-04460,71.9,15,1004.5,83.4,0
AAI-04461,102.3,424,2992.9,82.4,0
AAI-04462,77.2,400,4020.6,70.5,0
AAI-04463,70.4,482,254.2,14.5,0
AAI-04464,105.2,238,1302.1,83.4,0
AAI-04465,20.0,255,1480.7,93.3,0
AAI-04466,55.0,215,2295.6,10.2,0
AAI-04467,69.8,320,2178.5,50.3,0
AAI-04468,77.4,176,1338.6,68.6,3
AAI-04469,29.2,53,2757.5,75.1,0
AAI-04470,92.7,202,383.5,30.7,0
AAI-04471,106.9,453,4070.5,53.6,0
AAI-04472,94.3,476,3234.1,82.5,3
AAI-04473,118.4,305,1182.1,68.8,1
AAI-04474,26.6,136,2473.5,57.4,1
AAI-04475,42.6,187,1583.6,40.9,1
AAI-04476,51.3,200,4003.5,66.3,2
AAI-04477,90.6,160,2690.3,17.6,0
AAI-04478,73.0,61,1467.2,22.9,0
AAI-04479,115.3,153,2680.2,48.3,0
AAI-04480,100.8,439,2052.9,37.3,0
AAI-04481,13.8,98,319.8,49.0,0
AAI-04482,53.2,459,3069.5,20.1,0
AAI-04483,110.6,285,1723.6,97.8,2
AAI-04484,43.0,45,944.0,35.8,0
AAI-04485,85.4,36,1669.5,60.2,0
AAI-04486,77.3,16,2152.4,11.3,2
AAI-04487,109.3,218,904.6,54.8,0
AAI-04488,84.4,35,1312.3,89.7,1
AAI-04489,7.1,355,1591.8,96.0,0
AAI-04490,41.5,54,2202.4,51.9,0
AAI-04491,117.6,490,3906.2,91.0,0
AAI-04492,56.7,143,3366.1,97.8,0
AAI-04493,51.8,479,1318.9,90.0,0
AAI-04494,77.4,280,2551.9,41.7,0
AAI-04495,66.7,335,2253.4,86.2,1
AAI-04496,60.0,335,1959.2,54.8,0
AAI-04497,41.0,362,1505.6,58.4,0
AAI-04498,34.4,227,1088.1,38.8,2
AAI-04499,111.3,55,1699.8,56.9,0
AAI-04500,33.2,440,2186.7,14.6,0
AAI-04501,101.1,348,1820.6,29.8,0
AAI-04502,62.9,326,3188.7,71.3,1
AAI-04503,30.7,293,1313.1,10.3,0
AAI-04504,32.8,111,779.4,96.9,1
AAI-04505,92.8,389,995.8,93.9,0
AAI-04506,116.1,171,2145.2,31.1,1
AAI-04507,5.3,197,2828.9,15.1,0
AAI-04508,10.8,188,523.5,14.0,2
AAI-04509,35.8,389,3275.3,40.2,0
AAI-04510,58.7,169,1668.5,43.8,1
AAI-04511,20.1,260,2181.5,71.4,1
AAI-04512,108.9,129,2852.6,80.9,0
AAI-04513,51.6,98,3260.3,15.1,0
AAI-04514,22.5,272,1209.8,91.6,1
AAI-04515,100.3,269,2518.8,13.7,0
AAI-04516,44.6,310,1154.6,26.5,2
AAI-04517,84.7,320,3479.5,59.1,1
AAI-04518,70.2,295,532.7,52.1,0
AAI-04519,31.6,145,2547.3,92.4,0
AAI-04520,77.6,439,1467.1,26.2,0
AAI-04521,117.5,406,3043.0,26.1,0
AAI-04522,39.0,189,3770.0,99.0,0
AAI-04523,65.0,135,2275.3,15.2,0
AAI-04524,100.8,23,3001.5,13.2,0
AAI-04525,7.5,196,1838.0,76.7,0
AAI-04526,14.3,348,2665.6,56.4,0
AAI-04527,119.5,303,4052.1,42.3,0
AAI-04528,70.7,285,783.5,70.1,0
AAI-04529,40.2,405,215.9,48.0,0
AAI-04530,36.1,230,1925.9,89.6,0
AAI-04531,11.9,332,3719.0,57.0,0
AAI-04532,30.0,262,2440.5,19.0,2
AAI-04533,105.7,341,928.6,28.0,1
AAI-04534,88.5,492,3834.3,69.4,0
AAI-04535,14.1,52,2942.7,71.6,0
AAI-04536,56.6,77,723.7,69.2,2
AAI-04537,115.0,29,2882.8,31.4,0
AAI-04538,79.8,288,3228.4,56.0,0
AAI-04539,8.7,470,4059.2,52.5,0
AAI-04540,83.5,455,1678.8,12.8,0
AAI-04541,107.4,68,1694.8,81.8,0
AAI-04542,48.5,162,1212.3,29.9,0
AAI-04543,87.3,269,542.0,64.5,0
AAI-04544,32.9,477,755.8,91.0,0
AAI-04545,53.0,180,1523.5,33.3,0
AAI-04546,53.5,50,1783.2,65.6,0
AAI-04547,45.2,367,3884.3,40.2,0
AAI-04548,20.0,262,2018.0,70.5,0
AAI-04549,69.5,105,1836.5,10.6,1
AAI-04550,84.7,282,3781.5,64.1,0
AAI-04551,5.4,496,2389.3,18.0,3
AAI-04552,19.5,40,213.0,83.7,2
AAI-04553,103.3,112,3314.9,63.0,0
AAI-04554,31.5,194,790.6,63.8,0
AAI-04555,52.6,167,3289.5,45.3,0
AAI-04556,38.4,272,3924.1,88.9,0
AAI-04557,97.0,45,484.4,96.2,0
AAI-04558,81.5,180,3356.9,12.5,0
AAI-04559,114.2,61,3056.7,96.0,2
AAI-04560,63.4,238,2934.3,58.7,1
AAI-04561,66.8,287,1718.9,81.6,0
AAI-04562,83.3,85,3471.7,59.7,0
AAI-04563,58.1,176,4024.1,78.0,0
AAI-04564,20.0,189,3392.3,87.6,1
AAI-04565,65.1,126,1574.2,17.1,0
AAI-04566,6.3,122,344.2,67.1,0
AAI-04567,74.8,330,371.7,42.8,0
AAI-04568,50.3,22,270.0,14.1,0
AAI-04569,55.2,414,3715.4,55.0,0
AAI-04570,100.1,12,3888.1,79.2,0
AAI-04571,99.3,378,2052.6,97.9,0
AAI-04572,110.0,231,1778.2,24.0,0
AAI-04573,49.4,90,4055.6,81.7,0
AAI-04574,57.0,466,3041.7,13.5,0
AAI-04575,100.7,204,2102.6,25.2,0
AAI-04576,108.5,370,828.0,59.6,0
AAI-04577,24.7,28,3529.3,83.5,4
AAI-04578,67.1,340,454.9,55.9,1
AAI-04579,28.8,465,2339.0,13.3,0
AAI-04580,103.1,262,1797.9,24.3,1
AAI-04581,118.4,469,831.3,45.5,0
AAI-04582,31.8,394,420.1,21.4,2
AAI-04583,13.4,357,2056.6,59.0,1
AAI-04584,22.3,65,2623.7,66.2,0
AAI-04585,104.0,116,2985.7,42.3,0
AAI-04586,90.3,474,3368.5,38.1,0
AAI-04587,99.6,132,770.4,66.2,0
AAI-04588,20.8,114,1091.1,49.8,0
AAI-04589,65.0,34,1294.5,94.4,0
AAI-04590,42.6,47,340.9,94.0,0
AAI-04591,102.2,444,1919.3,31.6,0
AAI-04592,91.6,179,1392.4,12.4,2
AAI-04593,82.6,56,499.0,38.8,0
AAI-04594,104.3,201,2413.1,14.9,0
AAI-04595,106.6,323,2492.8,28.2,1
AAI-04596,34.3,311,3105.9,51.2,1
AAI-04597,84.3,292,256.2,70.0,0
AAI-04598,102.2,313,388.7,19.9,0
AAI-04599,43.5,125,3868.0,38.2,3
AAI-04600,71.4,231,273.3,38.6,0
AAI-04601,20.3,144,772.3,11.1,0
AAI-04602,114.3,15,2075.3,61.8,0
AAI-04603,26.2,73,1829.6,89.0,1
AAI-04604,117.1,364,1227.9,40.1,0
AAI-04605,6.4,327,2694.6,86.2,0
AAI-04606,45.4,402,2413.0,59.6,0
AAI-04607,65.3,261,2210.4,69.3,0
AAI-04608,66.3,16,1728.8,45.7,0
AAI-04609,113.8,307,366.0,37.5,0
AAI-04610,116.0,244,1290.8,33.4,4
AAI-04611,9.2,271,397.2,76.7,2
AAI-04612,35.6,387,1217.3,20.0,0
AAI-04613,115.1,110,1503.4,39.1,0
AAI-04614,119.1,266,3124.0,38.8,0
AAI-04615,106.2,489,3959.2,91.3,0
AAI-04616,108.1,471,1602.6,37.0,0
AAI-04617,43.0,256,2055.6,31.9,0
AAI-04618,84.1,223,1249.3,31.8,0
AAI-04619,57.2,480,3893.9,23.0,3
AAI-04620,96.8,191,334.7,45.6,0
AAI-04621,93.4,127,3408.2,52.4,0
AAI-04622,7.8,211,3044.2,24.1,3
AAI-04623,20.6,427,2757.8,14.5,0
AAI-04624,58.5,195,459.0,36.2,0
AAI-04625,45.8,186,591.5,40.2,0
AAI-04626,19.2,53,2446.4,81.0,1
AAI-04627,96.7,314,3188.4,65.5,0
AAI-04628,39.0,146,603.7,95.6,0
AAI-04629,86.1,119,1697.9,93.1,0
AAI-04630,8.6,391,205.0,13.2,3
AAI-04631,33.4,409,3411.7,43.1,0
AAI-04632,47.2,420,1757.2,49.7,0
AAI-04633,28.4,50,3281.4,31.7,0
AAI-04634,38.8,108,2687.2,71.8,1
AAI-04635,102.7,31,643.6,13.7,0
AAI-04636,25.5,389,2392.6,11.2,1
AAI-04637,23.9,367,3423.7,38.2,0
AAI-04638,94.4,412,2339.4,21.1,1
AAI-04639,22.4,372,266.4,88.7,0
AAI-04640,49.4,413,270.7,14.9,1
AAI-04641,11.6,276,2956.9,34.1,0
AAI-04642,74.4,396,1688.6,21.3,2
AAI-04643,57.4,214,743.3,45.4,0
AAI-04644,97.9,48,1908.1,91.8,0
AAI-04645,38.6,277,1955.7,90.6,0
AAI-04646,18.7,299,2006.9,55.1,2
AAI-04647,64.6,324,208.8,85.7,0
AAI-04648,87.3,61,2070.3,59.5,3
AAI-04649,17.3,376,2472.1,33.9,0
AAI-04650,116.6,208,590.9,29.3,0
AAI-04651,22.1,269,1998.7,62.7,1
AAI-04652,66.3,425,2159.3,51.9,4
AAI-04653,116.8,105,1113.7,22.8,0
AAI-04654,15.0,77,3482.7,56.7,0
AAI-04655,96.9,307,2990.9,49.0,0
AAI-04656,58.2,405,3491.2,26.0,0
AAI-04657,44.1,123,3297.7,40.7,1
AAI-04658,78.9,87,376.4,98.8,2
AAI-04659,103.1,344,821.5,17.3,1
AAI-04660,80.2,418,2202.2,46.8,0
AAI-04661,81.9,482,3529.2,21.4,0
AAI-04662,97.6,156,3770.5,25.7,1
AAI-04663,109.3,363,2606.7,82.1,0
AAI-04664,95.4,46,2277.7,77.8,0
AAI-04665,12.6,348,1290.1,10.2,0
AAI-04666,36.5,367,2806.6,22.0,0
AAI-04667,49.7,163,1671.8,35.1,0
AAI-04668,62.5,342,1987.5,98.3,0
AAI-04669,95.4,18,3429.0,16.3,0
AAI-04670,115.5,382,1572.3,38.1,0
AAI-04671,106.7,367,2768.2,91.4,3
AAI-04672,33.9,95,3392.4,13.3,0
AAI-04673,14.9,345,1579.8,14.4,1
AAI-04674,25.3,187,3300.8,92.9,0
AAI-04675,103.2,206,3525.6,40.8,2
AAI-04676,89.5,291,2191.4,28.2,1
AAI-04677,54.6,249,2898.5,27.0,3
AAI-04678,69.2,17,1263.1,73.5,0
AAI-04679,22.1,257,1703.3,98.1,2
AAI-04680,94.7,344,2931.7,79.6,0
AAI-04681,51.7,337,970.8,64.9,0
AAI-04682,97.3,99,2310.5,23.1,0
AAI-04683,25.3,73,4000.9,57.6,0
AAI-04684,89.8,177,1807.0,54.8,1
AAI-04685,29.0,440,2246.5,24.4,1
AAI-04686,15.3,106,2271.5,20.3,1
AAI-04687,16.4,381,1967.7,96.8,0
AAI-04688,21.0,181,2743.7,39.4,0
AAI-04689,70.7,88,1778.1,95.6,0
AAI-04690,96.3,217,1068.7,15.9,0
AAI-04691,12.0,173,434.4,72.1,0
AAI-04692,113.1,46,894.0,27.0,0
AAI-04693,75.2,466,1548.6,45.6,0
AAI-04694,23.2,76,1964.6,70.9,0
AAI-04695,52.8,207,825.5,85.9,0
AAI-04696,26.5,164,596.5,54.7,0
AAI-04697,93.3,169,747.3,82.4,1
AAI-04698,11.4,326,1182.7,23.8,0
AAI-04699,65.4,229,401.0,20.8,0
AAI-04700,5.1,360,381.9,41.8,0
AAI-04701,18.6,156,1019.7,61.4,0
AAI-04702,107.1,404,1464.4,92.7,0
AAI-04703,47.7,23,283.7,19.9,2
AAI-04704,64.6,299,3533.9,67.1,0
AAI-04705,9.4,263,3556.9,31.4,0
AAI-04706,21.5,204,2927.4,41.6,0
AAI-04707,12.0,114,1131.7,34.1,0
AAI-04708,85.4,318,809.6,36.2,0
AAI-04709,35.0,252,2892.9,22.7,0
AAI-04710,8.1,282,1335.9,46.3,0
AAI-04711,24.9,249,2374.4,88.6,0
AAI-04712,45.2,294,2950.6,69.5,2
